nohup: ignoring input
nohup: ignoring input
SGCN!

use cuda: True
Namespace(name='cora', k=None, lr=0.0005, n_clusters=7, n_z=10, cuda=True, pretrain_path='data/cora.pkl', n_input=1433)
SDCN(
  (ae): AE(
    (enc_1): Linear(in_features=1433, out_features=500, bias=True)
    (enc_2): Linear(in_features=500, out_features=500, bias=True)
    (enc_3): Linear(in_features=500, out_features=2000, bias=True)
    (z_layer): Linear(in_features=2000, out_features=10, bias=True)
    (dec_1): Linear(in_features=10, out_features=2000, bias=True)
    (dec_2): Linear(in_features=2000, out_features=500, bias=True)
    (dec_3): Linear(in_features=500, out_features=500, bias=True)
    (x_bar_layer): Linear(in_features=500, out_features=1433, bias=True)
  )
  (gnn_1): GNNLayer()
  (gnn_2): GNNLayer()
  (gnn_3): GNNLayer()
  (gnn_4): GNNLayer()
  (gnn_5): GNNLayer()
)
88P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


89Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
89Z :acc 0.5831 , nmi 0.3613 , ari 0.3096 , f1 0.4656
89P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


90Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
90Z :acc 0.5698 , nmi 0.3587 , ari 0.2921 , f1 0.4588
90P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


91Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
91Z :acc 0.5953 , nmi 0.3679 , ari 0.3280 , f1 0.4749
91P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


92Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
92Z :acc 0.5753 , nmi 0.3548 , ari 0.2983 , f1 0.4631
92P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


93Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
93Z :acc 0.5713 , nmi 0.3564 , ari 0.2950 , f1 0.4584
93P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


94Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
94Z :acc 0.5931 , nmi 0.3664 , ari 0.3258 , f1 0.4732
94P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


95Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
95Z :acc 0.5761 , nmi 0.3568 , ari 0.2996 , f1 0.4626
95P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


96Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
96Z :acc 0.5716 , nmi 0.3564 , ari 0.2948 , f1 0.4597
96P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


97Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
97Z :acc 0.5934 , nmi 0.3640 , ari 0.3259 , f1 0.4757
97P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


98Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
98Z :acc 0.5757 , nmi 0.3542 , ari 0.2989 , f1 0.4622
98P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


99Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
99Z :acc 0.5709 , nmi 0.3531 , ari 0.2931 , f1 0.4582
99P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


100Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
100Z :acc 0.5908 , nmi 0.3631 , ari 0.3230 , f1 0.4743
100P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


101Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
101Z :acc 0.5775 , nmi 0.3563 , ari 0.3012 , f1 0.4655
101P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


102Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
102Z :acc 0.5716 , nmi 0.3528 , ari 0.2932 , f1 0.4589
102P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


103Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
103Z :acc 0.5886 , nmi 0.3610 , ari 0.3185 , f1 0.4739
103P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


104Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
104Z :acc 0.5757 , nmi 0.3536 , ari 0.2993 , f1 0.4630
104P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


105Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
105Z :acc 0.5735 , nmi 0.3519 , ari 0.2953 , f1 0.4609
105P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


106Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
106Z :acc 0.5853 , nmi 0.3567 , ari 0.3127 , f1 0.4727
106P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


107Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
107Z :acc 0.5779 , nmi 0.3557 , ari 0.3027 , f1 0.4662
107P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


108Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
108Z :acc 0.5735 , nmi 0.3514 , ari 0.2955 , f1 0.4616
108P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


109Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
109Z :acc 0.5812 , nmi 0.3533 , ari 0.3076 , f1 0.4697
109P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


110Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
110Z :acc 0.5750 , nmi 0.3525 , ari 0.2987 , f1 0.4640
110P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


111Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
111Z :acc 0.5731 , nmi 0.3513 , ari 0.2957 , f1 0.4621
111P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


112Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
112Z :acc 0.5820 , nmi 0.3535 , ari 0.3082 , f1 0.4703
112P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


113Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
113Z :acc 0.5757 , nmi 0.3519 , ari 0.2995 , f1 0.4649
113P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


114Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
114Z :acc 0.5768 , nmi 0.3507 , ari 0.3001 , f1 0.4683
114P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


115Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
115Z :acc 0.5801 , nmi 0.3532 , ari 0.3054 , f1 0.4705
115P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


116Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
116Z :acc 0.5750 , nmi 0.3520 , ari 0.2983 , f1 0.4647
116P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


117Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
117Z :acc 0.5801 , nmi 0.3530 , ari 0.3056 , f1 0.4712
117P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


118Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
118Z :acc 0.5790 , nmi 0.3532 , ari 0.3035 , f1 0.4700
118P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


119Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
119Z :acc 0.5757 , nmi 0.3514 , ari 0.2988 , f1 0.4668
119P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


120Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
120Z :acc 0.5846 , nmi 0.3549 , ari 0.3124 , f1 0.4744
120P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


121Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
121Z :acc 0.5739 , nmi 0.3500 , ari 0.2970 , f1 0.4646
121P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


122Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
122Z :acc 0.5838 , nmi 0.3551 , ari 0.3120 , f1 0.4746
122P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


123Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
123Z :acc 0.5775 , nmi 0.3521 , ari 0.3017 , f1 0.4690
123P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


124Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
124Z :acc 0.5750 , nmi 0.3503 , ari 0.2981 , f1 0.4671
124P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


125Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
125Z :acc 0.5879 , nmi 0.3574 , ari 0.3174 , f1 0.4791
125P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


126Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
126Z :acc 0.5735 , nmi 0.3493 , ari 0.2963 , f1 0.4657
126P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


127Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
127Z :acc 0.5849 , nmi 0.3542 , ari 0.3135 , f1 0.4763
127P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


128Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
128Z :acc 0.5761 , nmi 0.3495 , ari 0.3002 , f1 0.4691
128P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


129Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
129Z :acc 0.5772 , nmi 0.3499 , ari 0.3013 , f1 0.4706
129P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


130Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
130Z :acc 0.5827 , nmi 0.3526 , ari 0.3099 , f1 0.4758
130P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


131Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
131Z :acc 0.5735 , nmi 0.3465 , ari 0.2962 , f1 0.4666
131P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


132Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
132Z :acc 0.5838 , nmi 0.3532 , ari 0.3130 , f1 0.4756
132P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


133Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
133Z :acc 0.5761 , nmi 0.3488 , ari 0.3001 , f1 0.4693
133P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


134Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
134Z :acc 0.5787 , nmi 0.3474 , ari 0.3043 , f1 0.4732
134P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


135Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
135Z :acc 0.5753 , nmi 0.3477 , ari 0.2995 , f1 0.4686
135P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


136Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
136Z :acc 0.5805 , nmi 0.3484 , ari 0.3071 , f1 0.4747
136P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


137Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
137Z :acc 0.5735 , nmi 0.3486 , ari 0.2966 , f1 0.4687
137P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


138Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
138Z :acc 0.5853 , nmi 0.3511 , ari 0.3145 , f1 0.4790
138P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


139Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
139Z :acc 0.5683 , nmi 0.3466 , ari 0.2900 , f1 0.4660
139P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


140Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
140Z :acc 0.5871 , nmi 0.3524 , ari 0.3166 , f1 0.4815
140P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


141Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
141Z :acc 0.5646 , nmi 0.3410 , ari 0.2848 , f1 0.4625
141P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


142Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
142Z :acc 0.5860 , nmi 0.3518 , ari 0.3162 , f1 0.4819
142P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


143Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
143Z :acc 0.5672 , nmi 0.3422 , ari 0.2895 , f1 0.4651
143P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


144Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
144Z :acc 0.5761 , nmi 0.3444 , ari 0.2996 , f1 0.4742
144P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


145Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
145Z :acc 0.5816 , nmi 0.3496 , ari 0.3092 , f1 0.4800
145P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


146Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
146Z :acc 0.5665 , nmi 0.3439 , ari 0.2887 , f1 0.4650
146P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


147Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
147Z :acc 0.5857 , nmi 0.3523 , ari 0.3168 , f1 0.4818
147P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


148Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
148Z :acc 0.5687 , nmi 0.3448 , ari 0.2917 , f1 0.4679
148P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


149Q :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489
149Z :acc 0.5794 , nmi 0.3466 , ari 0.3052 , f1 0.4778
149P :acc 0.5151 , nmi 0.2602 , ari 0.2332 , f1 0.4489


nohup: ignoring input
SGCN!

use cuda: True
Namespace(name='cora', k=None, lr=0.001, n_clusters=7, n_z=10, cuda=True, pretrain_path='data/cora.pkl', n_input=1433)
SDCN(
  (ae): AE(
    (enc_1): Linear(in_features=1433, out_features=500, bias=True)
    (enc_2): Linear(in_features=500, out_features=500, bias=True)
    (enc_3): Linear(in_features=500, out_features=2000, bias=True)
    (z_layer): Linear(in_features=2000, out_features=10, bias=True)
    (dec_1): Linear(in_features=10, out_features=2000, bias=True)
    (dec_2): Linear(in_features=2000, out_features=500, bias=True)
    (dec_3): Linear(in_features=500, out_features=500, bias=True)
    (x_bar_layer): Linear(in_features=500, out_features=1433, bias=True)
  )
  (gnn_1): GNNLayer()
  (gnn_2): GNNLayer()
  (gnn_3): GNNLayer()
  (gnn_4): GNNLayer()
  (gnn_5): GNNLayer()
)
pae :acc 0.4863 , nmi 0.2624 , ari 0.2156 , f1 0.4718
0Q :acc 0.4863 , nmi 0.2624 , ari 0.2156 , f1 0.4718
0Z :acc 0.3397 , nmi 0.1718 , ari 0.0877 , f1 0.3284
0P :acc 0.5044 , nmi 0.2671 , ari 0.2270 , f1 0.4782


1Q :acc 0.5092 , nmi 0.2686 , ari 0.2356 , f1 0.4789
1Z :acc 0.3312 , nmi 0.2071 , ari 0.1081 , f1 0.3298
1P :acc 0.5188 , nmi 0.2696 , ari 0.2415 , f1 0.4829


2Q :acc 0.5181 , nmi 0.2830 , ari 0.2484 , f1 0.4886
2Z :acc 0.3527 , nmi 0.2344 , ari 0.1182 , f1 0.3274
2P :acc 0.5288 , nmi 0.2843 , ari 0.2543 , f1 0.4915


3Q :acc 0.5266 , nmi 0.2824 , ari 0.2523 , f1 0.4919
3Z :acc 0.3870 , nmi 0.2784 , ari 0.1757 , f1 0.3507
3P :acc 0.5314 , nmi 0.2806 , ari 0.2536 , f1 0.4927


4Q :acc 0.5314 , nmi 0.2826 , ari 0.2554 , f1 0.4939
4Z :acc 0.4309 , nmi 0.3255 , ari 0.2011 , f1 0.3734
4P :acc 0.5347 , nmi 0.2842 , ari 0.2570 , f1 0.4951


5Q :acc 0.5369 , nmi 0.2873 , ari 0.2589 , f1 0.4951
5Z :acc 0.4919 , nmi 0.3527 , ari 0.2252 , f1 0.3996
5P :acc 0.5373 , nmi 0.2842 , ari 0.2575 , f1 0.4939


6Q :acc 0.5399 , nmi 0.2853 , ari 0.2578 , f1 0.4945
6Z :acc 0.5266 , nmi 0.3554 , ari 0.2705 , f1 0.3863
6P :acc 0.5417 , nmi 0.2879 , ari 0.2593 , f1 0.4965


7Q :acc 0.5443 , nmi 0.2891 , ari 0.2611 , f1 0.4976
7Z :acc 0.5222 , nmi 0.3495 , ari 0.2899 , f1 0.3395
7P :acc 0.5447 , nmi 0.2900 , ari 0.2618 , f1 0.4979


8Q :acc 0.5454 , nmi 0.2908 , ari 0.2627 , f1 0.4987
8Z :acc 0.5432 , nmi 0.3625 , ari 0.3098 , f1 0.3532
8P :acc 0.5458 , nmi 0.2912 , ari 0.2635 , f1 0.4986


9Q :acc 0.5443 , nmi 0.2902 , ari 0.2613 , f1 0.4977
9Z :acc 0.5565 , nmi 0.3714 , ari 0.3221 , f1 0.3643
9P :acc 0.5439 , nmi 0.2908 , ari 0.2621 , f1 0.4959


10Q :acc 0.5447 , nmi 0.2930 , ari 0.2638 , f1 0.4978
10Z :acc 0.5587 , nmi 0.3732 , ari 0.3249 , f1 0.3661
10P :acc 0.5439 , nmi 0.2914 , ari 0.2626 , f1 0.4961


11Q :acc 0.5439 , nmi 0.2929 , ari 0.2629 , f1 0.4971
11Z :acc 0.5502 , nmi 0.3677 , ari 0.3162 , f1 0.3557
11P :acc 0.5439 , nmi 0.2931 , ari 0.2629 , f1 0.4962


12Q :acc 0.5447 , nmi 0.2950 , ari 0.2637 , f1 0.4961
12Z :acc 0.5476 , nmi 0.3657 , ari 0.3138 , f1 0.3521
12P :acc 0.5458 , nmi 0.2968 , ari 0.2647 , f1 0.4979


13Q :acc 0.5447 , nmi 0.2916 , ari 0.2622 , f1 0.4959
13Z :acc 0.5469 , nmi 0.3655 , ari 0.3149 , f1 0.3503
13P :acc 0.5439 , nmi 0.2937 , ari 0.2626 , f1 0.4955


14Q :acc 0.5436 , nmi 0.2903 , ari 0.2606 , f1 0.4957
14Z :acc 0.5510 , nmi 0.3649 , ari 0.3181 , f1 0.3559
14P :acc 0.5439 , nmi 0.2906 , ari 0.2610 , f1 0.4957


15Q :acc 0.5439 , nmi 0.2905 , ari 0.2607 , f1 0.4957
15Z :acc 0.5631 , nmi 0.3722 , ari 0.3255 , f1 0.3769
15P :acc 0.5447 , nmi 0.2912 , ari 0.2616 , f1 0.4974


16Q :acc 0.5443 , nmi 0.2906 , ari 0.2609 , f1 0.4954
16Z :acc 0.5768 , nmi 0.3821 , ari 0.3369 , f1 0.4015
16P :acc 0.5447 , nmi 0.2914 , ari 0.2612 , f1 0.4964


17Q :acc 0.5443 , nmi 0.2896 , ari 0.2603 , f1 0.4950
17Z :acc 0.6064 , nmi 0.4074 , ari 0.3628 , f1 0.4487
17P :acc 0.5447 , nmi 0.2907 , ari 0.2609 , f1 0.4955


18Q :acc 0.5451 , nmi 0.2898 , ari 0.2604 , f1 0.4953
18Z :acc 0.6226 , nmi 0.4221 , ari 0.3734 , f1 0.4723
18P :acc 0.5451 , nmi 0.2901 , ari 0.2606 , f1 0.4954


19Q :acc 0.5458 , nmi 0.2895 , ari 0.2604 , f1 0.4956
19Z :acc 0.6289 , nmi 0.4333 , ari 0.3792 , f1 0.4811
19P :acc 0.5458 , nmi 0.2904 , ari 0.2609 , f1 0.4959


20Q :acc 0.5454 , nmi 0.2889 , ari 0.2598 , f1 0.4942
20Z :acc 0.6307 , nmi 0.4396 , ari 0.3790 , f1 0.4856
20P :acc 0.5454 , nmi 0.2896 , ari 0.2602 , f1 0.4945


21Q :acc 0.5458 , nmi 0.2891 , ari 0.2600 , f1 0.4945
21Z :acc 0.6311 , nmi 0.4387 , ari 0.3780 , f1 0.4873
21P :acc 0.5458 , nmi 0.2892 , ari 0.2601 , f1 0.4945


22Q :acc 0.5462 , nmi 0.2893 , ari 0.2601 , f1 0.4944
22Z :acc 0.6300 , nmi 0.4353 , ari 0.3748 , f1 0.4874
22P :acc 0.5458 , nmi 0.2890 , ari 0.2598 , f1 0.4943


23Q :acc 0.5462 , nmi 0.2891 , ari 0.2600 , f1 0.4943
23Z :acc 0.6278 , nmi 0.4315 , ari 0.3716 , f1 0.4859
23P :acc 0.5458 , nmi 0.2890 , ari 0.2599 , f1 0.4940


24Q :acc 0.5462 , nmi 0.2893 , ari 0.2600 , f1 0.4942
24Z :acc 0.6233 , nmi 0.4287 , ari 0.3652 , f1 0.4830
24P :acc 0.5462 , nmi 0.2895 , ari 0.2602 , f1 0.4945


25Q :acc 0.5462 , nmi 0.2894 , ari 0.2600 , f1 0.4942
25Z :acc 0.6160 , nmi 0.4203 , ari 0.3540 , f1 0.4779
25P :acc 0.5465 , nmi 0.2901 , ari 0.2605 , f1 0.4949


26Q :acc 0.5462 , nmi 0.2891 , ari 0.2597 , f1 0.4939
26Z :acc 0.6171 , nmi 0.4201 , ari 0.3560 , f1 0.4791
26P :acc 0.5462 , nmi 0.2895 , ari 0.2600 , f1 0.4941


27Q :acc 0.5462 , nmi 0.2890 , ari 0.2596 , f1 0.4938
27Z :acc 0.6100 , nmi 0.4127 , ari 0.3451 , f1 0.4733
27P :acc 0.5462 , nmi 0.2893 , ari 0.2598 , f1 0.4940


28Q :acc 0.5462 , nmi 0.2892 , ari 0.2598 , f1 0.4939
28Z :acc 0.6041 , nmi 0.4097 , ari 0.3360 , f1 0.4694
28P :acc 0.5462 , nmi 0.2893 , ari 0.2598 , f1 0.4940


29Q :acc 0.5469 , nmi 0.2900 , ari 0.2604 , f1 0.4944
29Z :acc 0.6045 , nmi 0.4119 , ari 0.3346 , f1 0.4739
29P :acc 0.5462 , nmi 0.2892 , ari 0.2598 , f1 0.4939


30Q :acc 0.5469 , nmi 0.2894 , ari 0.2600 , f1 0.4941
30Z :acc 0.6071 , nmi 0.4151 , ari 0.3390 , f1 0.4752
30P :acc 0.5465 , nmi 0.2895 , ari 0.2599 , f1 0.4941


31Q :acc 0.5465 , nmi 0.2898 , ari 0.2598 , f1 0.4931
31Z :acc 0.6045 , nmi 0.4136 , ari 0.3348 , f1 0.4731
31P :acc 0.5469 , nmi 0.2894 , ari 0.2600 , f1 0.4941


32Q :acc 0.5465 , nmi 0.2898 , ari 0.2598 , f1 0.4931
32Z :acc 0.6093 , nmi 0.4083 , ari 0.3456 , f1 0.4756
32P :acc 0.5465 , nmi 0.2898 , ari 0.2600 , f1 0.4932


33Q :acc 0.5465 , nmi 0.2898 , ari 0.2598 , f1 0.4931
33Z :acc 0.6001 , nmi 0.4113 , ari 0.3232 , f1 0.4701
33P :acc 0.5465 , nmi 0.2898 , ari 0.2598 , f1 0.4931


34Q :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929
34Z :acc 0.6089 , nmi 0.3998 , ari 0.3461 , f1 0.4728
34P :acc 0.5465 , nmi 0.2897 , ari 0.2598 , f1 0.4930


35Q :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929
35Z :acc 0.6064 , nmi 0.4041 , ari 0.3376 , f1 0.4730
35P :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929


36Q :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929
36Z :acc 0.6038 , nmi 0.4108 , ari 0.3280 , f1 0.4722
36P :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929


37Q :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929
37Z :acc 0.6086 , nmi 0.4033 , ari 0.3442 , f1 0.4737
37P :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929


38Q :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929
38Z :acc 0.6082 , nmi 0.3995 , ari 0.3430 , f1 0.4723
38P :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929


39Q :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929
39Z :acc 0.6086 , nmi 0.4136 , ari 0.3350 , f1 0.4749
39P :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929


40Q :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929
40Z :acc 0.6097 , nmi 0.4082 , ari 0.3429 , f1 0.4739
40P :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929


41Q :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929
41Z :acc 0.6112 , nmi 0.3998 , ari 0.3472 , f1 0.4747
41P :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929


42Q :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929
42Z :acc 0.6089 , nmi 0.4103 , ari 0.3399 , f1 0.4743
42P :acc 0.5462 , nmi 0.2890 , ari 0.2594 , f1 0.4926


43Q :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929
43Z :acc 0.6082 , nmi 0.4057 , ari 0.3385 , f1 0.4735
43P :acc 0.5462 , nmi 0.2890 , ari 0.2594 , f1 0.4926


44Q :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929
44Z :acc 0.6100 , nmi 0.3965 , ari 0.3458 , f1 0.4713
44P :acc 0.5462 , nmi 0.2890 , ari 0.2594 , f1 0.4926


45Q :acc 0.5465 , nmi 0.2895 , ari 0.2596 , f1 0.4929
45Z :acc 0.6052 , nmi 0.4001 , ari 0.3370 , f1 0.4685
45P :acc 0.5462 , nmi 0.2890 , ari 0.2594 , f1 0.4926


46Q :acc 0.5462 , nmi 0.2890 , ari 0.2594 , f1 0.4926
46Z :acc 0.6041 , nmi 0.3984 , ari 0.3336 , f1 0.4682
